month,family,side,band,cfg,n,gr,w,l,HR_pct,ROI_pct,ROI_lo,ROI_hi,P_and_L,consist,grd_days
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥-5.0/CV≤0.6/μ≥0.5/TP≥-,42,41,36,5,87.8,3.89,-8.11,15.89,1.594,0.75,20
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥-5.0/CV≤0.6/μ≥1.0/TP≥-,42,41,36,5,87.8,3.89,-8.11,15.89,1.594,0.75,20
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥-5.0/CV≤0.5/μ≥-/TP≥-,32,32,27,5,84.38,-0.25,-15.36,14.86,-0.08,0.688,16
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥-5.0/CV≤0.5/μ≥0.0/TP≥-,32,32,27,5,84.38,-0.25,-15.36,14.86,-0.08,0.688,16
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥-5.0/CV≤0.5/μ≥0.5/TP≥-,32,32,27,5,84.38,-0.25,-15.36,14.86,-0.08,0.688,16
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥-5.0/CV≤0.5/μ≥1.0/TP≥-,32,32,27,5,84.38,-0.25,-15.36,14.86,-0.08,0.688,16
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥0.0/CV≤-/μ≥-/TP≥-,32,32,27,5,84.38,-0.23,-15.34,14.89,-0.072,0.722,18
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥0.0/CV≤-/μ≥0.0/TP≥-,32,32,27,5,84.38,-0.23,-15.34,14.89,-0.072,0.722,18
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥0.0/CV≤-/μ≥0.5/TP≥-,32,32,27,5,84.38,-0.23,-15.34,14.89,-0.072,0.722,18
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥0.0/CV≤-/μ≥1.0/TP≥-,32,32,27,5,84.38,-0.23,-15.34,14.89,-0.072,0.722,18
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥0.0/CV≤0.7/μ≥-/TP≥-,31,31,26,5,83.87,-0.79,-16.36,14.78,-0.246,0.722,18
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥0.0/CV≤0.7/μ≥0.0/TP≥-,31,31,26,5,83.87,-0.79,-16.36,14.78,-0.246,0.722,18
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥0.0/CV≤0.7/μ≥0.5/TP≥-,31,31,26,5,83.87,-0.79,-16.36,14.78,-0.246,0.722,18
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥0.0/CV≤0.7/μ≥1.0/TP≥-,31,31,26,5,83.87,-0.79,-16.36,14.78,-0.246,0.722,18
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥0.0/CV≤0.6/μ≥-/TP≥-,30,30,25,5,83.33,-1.4,-17.45,14.65,-0.42,0.722,18
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥0.0/CV≤0.6/μ≥0.0/TP≥-,30,30,25,5,83.33,-1.4,-17.45,14.65,-0.42,0.722,18
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥0.0/CV≤0.6/μ≥0.5/TP≥-,30,30,25,5,83.33,-1.4,-17.45,14.65,-0.42,0.722,18
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥65/EDG≥0.0/CV≤0.6/μ≥1.0/TP≥-,30,30,25,5,83.33,-1.4,-17.45,14.65,-0.42,0.722,18
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥70/EDG≥-/CV≤-/μ≥-/TP≥-,73,71,64,7,90.14,6.66,-1.61,14.92,4.726,0.786,28
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥70/EDG≥-/CV≤-/μ≥0.0/TP≥-,66,65,59,6,90.77,7.4,-1.0,15.79,4.807,0.76,25
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥70/EDG≥-/CV≤-/μ≥0.5/TP≥-,63,62,57,5,91.94,8.72,0.64,16.8,5.407,0.8,25
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥70/EDG≥-/CV≤-/μ≥1.0/TP≥-,56,55,50,5,90.91,7.49,-1.58,16.56,4.122,0.8,25
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥70/EDG≥-/CV≤0.7/μ≥-/TP≥-,72,70,63,7,90.0,6.48,-1.9,14.86,4.536,0.778,27
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥70/EDG≥-/CV≤0.7/μ≥0.0/TP≥-,65,64,58,6,90.62,7.21,-1.31,15.73,4.616,0.75,24
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥70/EDG≥-/CV≤0.7/μ≥0.5/TP≥-,62,61,56,5,91.8,8.55,0.34,16.76,5.216,0.792,24
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥70/EDG≥-/CV≤0.7/μ≥1.0/TP≥-,55,54,49,5,90.74,7.28,-1.95,16.51,3.931,0.792,24
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥70/EDG≥-/CV≤0.6/μ≥-/TP≥-,68,66,59,7,89.39,5.78,-3.08,14.64,3.814,0.778,27
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥70/EDG≥-/CV≤0.6/μ≥0.0/TP≥-,61,60,54,6,90.0,6.49,-2.57,15.55,3.895,0.75,24
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥70/EDG≥-/CV≤0.6/μ≥0.5/TP≥-,59,58,53,5,91.38,8.09,-0.53,16.72,4.695,0.792,24
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥70/EDG≥-/CV≤0.6/μ≥1.0/TP≥-,52,51,46,5,90.2,6.68,-3.07,16.44,3.409,0.783,23
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥70/EDG≥-/CV≤0.5/μ≥-/TP≥-,58,57,50,7,87.72,3.74,-6.43,13.91,2.13,0.76,25
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥70/EDG≥-/CV≤0.5/μ≥0.0/TP≥-,51,51,45,6,88.24,4.34,-6.23,14.9,2.211,0.727,22
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥70/EDG≥-/CV≤0.5/μ≥0.5/TP≥-,50,50,45,5,90.0,6.42,-3.51,16.36,3.211,0.773,22
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥70/EDG≥-/CV≤0.5/μ≥1.0/TP≥-,43,43,38,5,88.37,4.48,-6.99,15.94,1.926,0.762,21
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥70/EDG≥-/CV≤0.45/μ≥-/TP≥-,46,45,39,6,86.67,2.48,-9.4,14.36,1.117,0.75,24
2025-06,pitcher_strikeouts,OVER,"[-599,-500]",HR≥70/EDG≥-/CV≤0.45/μ≥0.0/TP≥-,40,40,35,5,87.5,3.45,-8.83,15.72,1.379,0.762,21
