combo_label,n_total,n_graded,n_ungraded,wins,losses,pushes,hit_rate_pct,hit_rate_ci95_low,hit_rate_ci95_high,roi_pct,roi_ci95_low,roi_ci95_high,profit_units,stake_units,avg_odds,avg_tp,avg_cv,avg_hr_l20,devig_n_graded,devig_hr,devig_roi,onesided_std_n_graded,onesided_std_hr,onesided_std_roi,onesided_alt_n_graded,onesided_alt_hr,onesided_alt_roi,balanced_score
HR20=55 CV<==1.0,905,34,871,15,19,0,44.12,28.88,60.55,27.32,-22.79,78.68,9.29,34.0,181.059,37.114,0.772,68.032,25,48.0,38.76,9,33.33,-4.44,0,,,
HR20=55 CV<==1.1,1040,38,1002,16,22,0,42.11,27.85,57.81,21.87,-25.71,70.11,8.31,38.0,180.225,37.034,0.807,67.375,28,46.43,34.68,10,30.0,-14.0,0,,,
HR20=50 CV<==0.4,34,4,30,1,3,0,25.0,4.56,69.94,-8.75,-100.0,173.75,-0.35,4.0,246.324,33.815,0.336,71.343,2,50.0,82.5,2,0.0,-100.0,0,,,
HR20=50 CV<==0.5,64,9,55,5,4,0,55.56,26.66,81.12,77.0,-30.78,188.33,6.93,9.0,224.031,34.658,0.393,67.889,5,60.0,107.0,4,50.0,39.5,0,,,
HR20=50 CV<==0.6,148,12,136,7,5,0,58.33,31.95,80.67,80.25,-14.17,169.25,9.63,12.0,209.419,37.372,0.48,68.201,8,62.5,100.63,4,50.0,39.5,0,,,
HR20=50 CV<==0.7,340,16,324,9,7,0,56.25,33.18,76.9,69.63,-4.31,147.75,11.14,16.0,196.065,36.431,0.579,68.076,12,58.33,79.67,4,50.0,39.5,0,,,
HR20=50 CV<==0.8,606,23,583,10,13,0,43.48,25.63,63.19,29.0,-30.83,88.48,6.67,23.0,190.62,38.133,0.661,66.321,19,42.11,26.79,4,50.0,39.5,0,,,
HR20=50 CV<==0.9,838,36,802,17,19,0,47.22,31.99,62.99,37.83,-11.44,84.42,13.62,36.0,186.842,38.001,0.711,66.192,30,46.67,36.8,6,50.0,43.0,0,,,
HR20=50 CV<==1.0,1140,50,1090,22,28,0,44.0,31.16,57.69,26.62,-14.46,66.6,13.31,50.0,187.013,38.333,0.776,64.353,39,43.59,25.72,11,45.45,29.82,0,,,
HR20=50 CV<==1.1,1334,59,1275,24,35,0,40.68,29.09,53.41,18.19,-18.51,56.31,10.73,59.0,185.438,38.641,0.815,63.578,46,39.13,13.15,13,46.15,36.0,0,,,
HR20=90 TP=75,24,0,24,0,0,0,,,,,,,0.0,0.0,193.75,33.753,0.52,91.042,0,,,0,,,0,,,
HR20=90 TP=70,27,0,27,0,0,0,,,,,,,0.0,0.0,194.259,33.595,0.519,91.145,0,,,0,,,0,,,
HR20=90 TP=65,29,0,29,0,0,0,,,,,,,0.0,0.0,194.379,33.576,0.516,91.066,0,,,0,,,0,,,
HR20=90 TP=60,32,0,32,0,0,0,,,,,,,0.0,0.0,193.188,33.644,0.542,90.966,0,,,0,,,0,,,
HR20=90 TP=55,34,0,34,0,0,0,,,,,,,0.0,0.0,193.588,33.589,0.56,90.909,0,,,0,,,0,,,
HR20=90 TP=50,34,0,34,0,0,0,,,,,,,0.0,0.0,193.588,33.589,0.56,90.909,0,,,0,,,0,,,
HR20=85 TP=75,34,0,34,0,0,0,,,,,,,0.0,0.0,194.029,33.681,0.546,89.265,0,,,0,,,0,,,
HR20=85 TP=70,40,0,40,0,0,0,,,,,,,0.0,0.0,193.175,33.675,0.552,89.148,0,,,0,,,0,,,
HR20=85 TP=65,46,0,46,0,0,0,,,,,,,0.0,0.0,193.63,33.558,0.562,88.824,0,,,0,,,0,,,
HR20=85 TP=60,55,0,55,0,0,0,,,,,,,0.0,0.0,191.4,33.756,0.594,88.471,0,,,0,,,0,,,
HR20=85 TP=55,58,0,58,0,0,0,,,,,,,0.0,0.0,192.707,33.642,0.603,88.464,0,,,0,,,0,,,
HR20=85 TP=50,60,0,60,0,0,0,,,,,,,0.0,0.0,195.2,33.398,0.601,88.39,0,,,0,,,0,,,
HR20=80 TP=75,99,0,99,0,0,0,,,,,,,0.0,0.0,183.101,34.819,0.669,83.182,0,,,0,,,0,,,
HR20=80 TP=70,115,0,115,0,0,0,,,,,,,0.0,0.0,183.539,34.722,0.672,83.182,0,,,0,,,0,,,
HR20=80 TP=65,129,0,129,0,0,0,,,,,,,0.0,0.0,183.791,34.648,0.678,83.147,0,,,0,,,0,,,
